hodnota,ps_kod,vuzemi_kod,rok,ps_txt,ps0_txt,vuzemi_txt
3,Y86,3034,2017,Následky jiných nehod,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Jihočeský kraj
5,Y86,3115,2017,Následky jiných nehod,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Jihomoravský kraj
4,Y86,3123,2017,Následky jiných nehod,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Olomoucký kraj
3,Y86,3069,2017,Následky jiných nehod,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Ústecký kraj
5,Y86,3077,2017,Následky jiných nehod,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Liberecký kraj
1,A52,3069,2017,Pozdní syfilis,Některé infekční a parazitární nemoci (A00 - B99),Ústecký kraj
1,A69,3018,2017,Jiné spirochétové infekce,Některé infekční a parazitární nemoci (A00 - B99),Hlavní město Praha
1,B44,3026,2017,Aspergilóza - aspergillosis,Některé infekční a parazitární nemoci (A00 - B99),Středočeský kraj
1,B44,3034,2017,Aspergilóza - aspergillosis,Některé infekční a parazitární nemoci (A00 - B99),Jihočeský kraj
1,B44,3123,2017,Aspergilóza - aspergillosis,Některé infekční a parazitární nemoci (A00 - B99),Olomoucký kraj
1,E64,3042,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Plzeňský kraj
2,E64,3107,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Kraj Vysočina
2,E64,3026,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Středočeský kraj
1,E64,3085,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Královéhradecký kraj
4,E64,3018,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Hlavní město Praha
1,E64,3051,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Karlovarský kraj
1,E64,3140,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Moravskoslezský kraj
1,E64,3034,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Jihočeský kraj
2,E64,3123,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Olomoucký kraj
1,E64,3069,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Ústecký kraj
2,E64,3077,2017,Následky podvýživy a jiných nutričních karencí,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Liberecký kraj
1,I95,3042,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Plzeňský kraj
1,I95,3085,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Královéhradecký kraj
1,I95,3051,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Karlovarský kraj
2,I95,3131,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Zlínský kraj
1,I95,3034,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Jihočeský kraj
2,I95,3115,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Jihomoravský kraj
2,I95,3069,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
1,I95,3077,2017,Hypotenze,Nemoci oběhové soustavy (I00 - I99),Liberecký kraj
1,X79,3093,2017,Úmyslné sebepoškození tupým předmětem,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Pardubický kraj
1,Y71,3131,2017,Nežádoucí příhody související s kardiovaskulárními přístroji,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Zlínský kraj
1,M48,3018,2017,Jiné spondylopatie,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Hlavní město Praha
1,O44,3115,2017,Vcestné lůžko - placenta praevia,"Těhotenství, porod a šestinedělí (O00 - O99)",Jihomoravský kraj
1,V33,3026,2017,"Čl.osádky 3kol.mot.voz.zra.při sráž.s aut.os.,dodá.n.l.nákl.",Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Středočeský kraj
1,V98,3140,2017,Jiné určené dopravní nehody,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Moravskoslezský kraj
1,X32,3026,2017,Vystavení slunečnímu záření,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Středočeský kraj
1,X32,3018,2017,Vystavení slunečnímu záření,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Hlavní město Praha
1,X32,3115,2017,Vystavení slunečnímu záření,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Jihomoravský kraj
1,J01,3140,2017,Akutní zánět vedlejších nosních dutin - sinusitis acuta,Nemoci dýchací soustavy (J00 - J99),Moravskoslezský kraj
1,L94,3085,2017,Jiná lokalizovaná onemocnění pojivové tkáně,Nemoci kůže a podkožního vaziva (L00 - L99),Královéhradecký kraj
1,B23,3018,2017,"Onem. HIV, s následkem: jiné stavy",Některé infekční a parazitární nemoci (A00 - B99),Hlavní město Praha
1,D52,3051,2017,Anemie z nedostatku kyseliny listové,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Karlovarský kraj
1,D52,3123,2017,Anemie z nedostatku kyseliny listové,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Olomoucký kraj
1,F09,3085,2017,Neurčená organická nebo symptomatická duševní porucha,Poruchy duševní a poruchy chování (F00 - F99),Královéhradecký kraj
1,F70,3107,2017,Lehká mentální retardace,Poruchy duševní a poruchy chování (F00 - F99),Kraj Vysočina
1,F70,3034,2017,Lehká mentální retardace,Poruchy duševní a poruchy chování (F00 - F99),Jihočeský kraj
1,F70,3115,2017,Lehká mentální retardace,Poruchy duševní a poruchy chování (F00 - F99),Jihomoravský kraj
1,G81,3093,2017,Hemiplegie,Nemoci nervové soustavy (G00 - G99),Pardubický kraj
1,G81,3115,2017,Hemiplegie,Nemoci nervové soustavy (G00 - G99),Jihomoravský kraj
1,G81,3123,2017,Hemiplegie,Nemoci nervové soustavy (G00 - G99),Olomoucký kraj
43,A41,3042,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Plzeňský kraj
52,A41,3107,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Kraj Vysočina
239,A41,3026,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Středočeský kraj
82,A41,3085,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Královéhradecký kraj
210,A41,3018,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Hlavní město Praha
40,A41,3051,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Karlovarský kraj
144,A41,3140,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Moravskoslezský kraj
89,A41,3093,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Pardubický kraj
76,A41,3131,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Zlínský kraj
122,A41,3034,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Jihočeský kraj
136,A41,3115,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Jihomoravský kraj
108,A41,3123,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Olomoucký kraj
111,A41,3069,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Ústecký kraj
50,A41,3077,2017,Jiná sepse,Některé infekční a parazitární nemoci (A00 - B99),Liberecký kraj
1,B17,3140,2017,Jiná akutní virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Moravskoslezský kraj
1,B18,3107,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Kraj Vysočina
2,B18,3026,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Středočeský kraj
1,B18,3085,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Královéhradecký kraj
6,B18,3018,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Hlavní město Praha
2,B18,3051,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Karlovarský kraj
2,B18,3140,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Moravskoslezský kraj
1,B18,3131,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Zlínský kraj
1,B18,3034,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Jihočeský kraj
1,B18,3115,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Jihomoravský kraj
2,B18,3123,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Olomoucký kraj
2,B18,3069,2017,Chronická virová hepatitida,Některé infekční a parazitární nemoci (A00 - B99),Ústecký kraj
1,B90,3026,2017,Následky tuberkulózy,Některé infekční a parazitární nemoci (A00 - B99),Středočeský kraj
1,B90,3140,2017,Následky tuberkulózy,Některé infekční a parazitární nemoci (A00 - B99),Moravskoslezský kraj
1,B90,3077,2017,Následky tuberkulózy,Některé infekční a parazitární nemoci (A00 - B99),Liberecký kraj
1,B99,3107,2017,Jiné a neurčené infekční nemoci,Některé infekční a parazitární nemoci (A00 - B99),Kraj Vysočina
1,B99,3026,2017,Jiné a neurčené infekční nemoci,Některé infekční a parazitární nemoci (A00 - B99),Středočeský kraj
2,B99,3115,2017,Jiné a neurčené infekční nemoci,Některé infekční a parazitární nemoci (A00 - B99),Jihomoravský kraj
1,C11,3042,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Plzeňský kraj
5,C11,3026,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Středočeský kraj
1,C11,3085,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Královéhradecký kraj
3,C11,3018,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Hlavní město Praha
1,C11,3093,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Pardubický kraj
1,C11,3131,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Zlínský kraj
4,C11,3034,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Jihočeský kraj
5,C11,3115,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Jihomoravský kraj
2,C11,3123,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Olomoucký kraj
4,C11,3069,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Ústecký kraj
2,C11,3077,2017,Zhoubný novotvar nosohltanu [nazofaryngu],Novotvary (C00 - D48),Liberecký kraj
41,C22,3042,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Plzeňský kraj
51,C22,3107,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Kraj Vysočina
113,C22,3026,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Středočeský kraj
50,C22,3085,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Královéhradecký kraj
84,C22,3018,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Hlavní město Praha
28,C22,3051,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Karlovarský kraj
112,C22,3140,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Moravskoslezský kraj
38,C22,3093,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Pardubický kraj
50,C22,3131,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Zlínský kraj
54,C22,3034,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Jihočeský kraj
102,C22,3115,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Jihomoravský kraj
53,C22,3123,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Olomoucký kraj
77,C22,3069,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Ústecký kraj
40,C22,3077,2017,Zhoubný novotvar jater a intrahepatálních žlučových cest,Novotvary (C00 - D48),Liberecký kraj
2,C38,3042,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Plzeňský kraj
2,C38,3107,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Kraj Vysočina
5,C38,3026,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Středočeský kraj
2,C38,3085,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Královéhradecký kraj
2,C38,3018,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Hlavní město Praha
2,C38,3051,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Karlovarský kraj
13,C38,3140,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Moravskoslezský kraj
4,C38,3093,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Pardubický kraj
2,C38,3131,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Zlínský kraj
6,C38,3034,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Jihočeský kraj
8,C38,3115,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Jihomoravský kraj
6,C38,3123,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Olomoucký kraj
3,C38,3069,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Ústecký kraj
5,C38,3077,2017,"Zhoubný novotvar srdce, mezihrudí a pohrudnice",Novotvary (C00 - D48),Liberecký kraj
4,C40,3042,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Plzeňský kraj
1,C40,3107,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Kraj Vysočina
2,C40,3026,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Středočeský kraj
2,C40,3085,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Královéhradecký kraj
3,C40,3018,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Hlavní město Praha
1,C40,3051,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Karlovarský kraj
2,C40,3140,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Moravskoslezský kraj
1,C40,3131,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Zlínský kraj
1,C40,3115,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Jihomoravský kraj
1,C40,3069,2017,Zhoubný novotvar kosti a kloubní chrupavky končetin,Novotvary (C00 - D48),Ústecký kraj
7,C49,3042,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Plzeňský kraj
6,C49,3107,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Kraj Vysočina
17,C49,3026,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Středočeský kraj
8,C49,3085,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Královéhradecký kraj
17,C49,3018,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Hlavní město Praha
2,C49,3051,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Karlovarský kraj
9,C49,3140,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Moravskoslezský kraj
9,C49,3093,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Pardubický kraj
10,C49,3131,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Zlínský kraj
4,C49,3034,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Jihočeský kraj
8,C49,3115,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Jihomoravský kraj
5,C49,3123,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Olomoucký kraj
13,C49,3069,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Ústecký kraj
6,C49,3077,2017,Zhoubný novotvar jiné pojivové a měkké tkáně,Novotvary (C00 - D48),Liberecký kraj
79,C50,3042,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Plzeňský kraj
80,C50,3107,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Kraj Vysočina
220,C50,3026,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Středočeský kraj
84,C50,3085,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Královéhradecký kraj
239,C50,3018,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Hlavní město Praha
46,C50,3051,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Karlovarský kraj
191,C50,3140,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Moravskoslezský kraj
75,C50,3093,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Pardubický kraj
88,C50,3131,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Zlínský kraj
102,C50,3034,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Jihočeský kraj
168,C50,3115,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Jihomoravský kraj
85,C50,3123,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Olomoucký kraj
108,C50,3069,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Ústecký kraj
75,C50,3077,2017,Zhoubný novotvar prsu,Novotvary (C00 - D48),Liberecký kraj
1,C52,3042,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Plzeňský kraj
1,C52,3107,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Kraj Vysočina
5,C52,3026,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Středočeský kraj
2,C52,3018,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Hlavní město Praha
1,C52,3140,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Moravskoslezský kraj
1,C52,3131,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Zlínský kraj
1,C52,3115,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Jihomoravský kraj
2,C52,3123,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Olomoucký kraj
2,C52,3069,2017,Zhoubný novotvar pochvy - vaginy,Novotvary (C00 - D48),Ústecký kraj
5,C60,3042,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Plzeňský kraj
2,C60,3107,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Kraj Vysočina
2,C60,3026,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Středočeský kraj
3,C60,3085,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Královéhradecký kraj
4,C60,3018,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Hlavní město Praha
1,C60,3051,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Karlovarský kraj
4,C60,3140,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Moravskoslezský kraj
1,C60,3093,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Pardubický kraj
2,C60,3131,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Zlínský kraj
2,C60,3034,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Jihočeský kraj
1,C60,3123,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Olomoucký kraj
3,C60,3069,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Ústecký kraj
1,C60,3077,2017,Zhoubný novotvar pyje,Novotvary (C00 - D48),Liberecký kraj
79,C80,3042,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Plzeňský kraj
48,C80,3107,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Kraj Vysočina
118,C80,3026,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Středočeský kraj
109,C80,3085,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Královéhradecký kraj
115,C80,3018,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Hlavní město Praha
28,C80,3051,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Karlovarský kraj
221,C80,3140,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Moravskoslezský kraj
49,C80,3093,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Pardubický kraj
42,C80,3131,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Zlínský kraj
76,C80,3034,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Jihočeský kraj
111,C80,3115,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Jihomoravský kraj
57,C80,3123,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Olomoucký kraj
121,C80,3069,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Ústecký kraj
46,C80,3077,2017,Zhoubný novotvar bez určení lokalizace,Novotvary (C00 - D48),Liberecký kraj
3,C84,3107,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Kraj Vysočina
2,C84,3026,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Středočeský kraj
4,C84,3085,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Královéhradecký kraj
8,C84,3018,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Hlavní město Praha
3,C84,3051,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Karlovarský kraj
4,C84,3140,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Moravskoslezský kraj
2,C84,3093,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Pardubický kraj
5,C84,3131,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Zlínský kraj
2,C84,3034,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Jihočeský kraj
8,C84,3115,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Jihomoravský kraj
5,C84,3123,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Olomoucký kraj
2,C84,3069,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Ústecký kraj
2,C84,3077,2017,Lymfom ze zralých T/NK buněk,Novotvary (C00 - D48),Liberecký kraj
2,C93,3042,2017,Monocytická leukemie,Novotvary (C00 - D48),Plzeňský kraj
3,C93,3026,2017,Monocytická leukemie,Novotvary (C00 - D48),Středočeský kraj
4,C93,3085,2017,Monocytická leukemie,Novotvary (C00 - D48),Královéhradecký kraj
4,C93,3018,2017,Monocytická leukemie,Novotvary (C00 - D48),Hlavní město Praha
4,C93,3140,2017,Monocytická leukemie,Novotvary (C00 - D48),Moravskoslezský kraj
3,C93,3093,2017,Monocytická leukemie,Novotvary (C00 - D48),Pardubický kraj
7,C93,3115,2017,Monocytická leukemie,Novotvary (C00 - D48),Jihomoravský kraj
2,C93,3123,2017,Monocytická leukemie,Novotvary (C00 - D48),Olomoucký kraj
3,C93,3069,2017,Monocytická leukemie,Novotvary (C00 - D48),Ústecký kraj
1,C93,3077,2017,Monocytická leukemie,Novotvary (C00 - D48),Liberecký kraj
1,D40,3107,2017,Novotvar nejistého n. neznámého chování mužských pohlavních orgánů,Novotvary (C00 - D48),Kraj Vysočina
1,D40,3018,2017,Novotvar nejistého n. neznámého chování mužských pohlavních orgánů,Novotvary (C00 - D48),Hlavní město Praha
1,D40,3140,2017,Novotvar nejistého n. neznámého chování mužských pohlavních orgánů,Novotvary (C00 - D48),Moravskoslezský kraj
1,D40,3077,2017,Novotvar nejistého n. neznámého chování mužských pohlavních orgánů,Novotvary (C00 - D48),Liberecký kraj
1,D61,3042,2017,Jiné aplastické anemie,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Plzeňský kraj
1,D61,3018,2017,Jiné aplastické anemie,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Hlavní město Praha
1,D61,3140,2017,Jiné aplastické anemie,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Moravskoslezský kraj
1,D61,3034,2017,Jiné aplastické anemie,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Jihočeský kraj
2,D61,3115,2017,Jiné aplastické anemie,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Jihomoravský kraj
2,D61,3123,2017,Jiné aplastické anemie,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Olomoucký kraj
1,D61,3069,2017,Jiné aplastické anemie,"Nemoci krve, krvetvorných orgánů a některé poruchy týkající se mechanismu imunity (D50 - D89)",Ústecký kraj
2,E23,3026,2017,Hypofunkce a jiné poruchy hypofýzy,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Středočeský kraj
1,E23,3085,2017,Hypofunkce a jiné poruchy hypofýzy,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Královéhradecký kraj
1,E23,3140,2017,Hypofunkce a jiné poruchy hypofýzy,"Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Moravskoslezský kraj
4,E87,3042,2017,"Jiné poruchy tekutin, elektrolytů a acidobasické rovnováhy","Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Plzeňský kraj
2,E87,3107,2017,"Jiné poruchy tekutin, elektrolytů a acidobasické rovnováhy","Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Kraj Vysočina
4,E87,3026,2017,"Jiné poruchy tekutin, elektrolytů a acidobasické rovnováhy","Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Středočeský kraj
2,E87,3085,2017,"Jiné poruchy tekutin, elektrolytů a acidobasické rovnováhy","Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Královéhradecký kraj
4,E87,3018,2017,"Jiné poruchy tekutin, elektrolytů a acidobasické rovnováhy","Nemoci endokrinní, výživy a přeměny látek (E00 - E90)",Hlavní město Praha
